 
,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2090,Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Sampdoria,it Serie A,30-147,1990,10.1,0,12,5,41.7,1.19,0.50,0.00,0.00,22.2,1,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
2091,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Huesca,es La Liga,25-293,1995,9.5,4,16,13,81.3,1.69,1.37,0.25,0.31,16.7,1,0,0,1.8,1.8,0.11,+2.2,+2.2,Matches
2092,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,es La Liga,35-029,1986,14.2,2,15,4,26.7,1.06,0.28,0.00,0.00,12.1,3,2,2,3.8,2.3,0.15,-1.8,-2.3,Matches
2093,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Sheffield Utd,eng Premier League,22-349,1998,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2094,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Juventus,it Serie A,30-123,1990,12.1,2,23,10,43.5,1.90,0.83,0.09,0.20,13.8,0,0,0,5.0,5.0,0.22,-3.0,-3.0,Matches
2095,Jacob Ramsey\Jacob-Ramsey,eng ENG,MF,Aston Villa,eng Premier League,19-335,2001,5.3,0,6,1,16.7,1.14,0.19,0.00,0.00,18.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
2096,Kayne Ramsey\Kayne-Ramsey,eng ENG,DF,Southampton,eng Premier League,20-200,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2097,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,eng Premier League,33-351,1987,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2098,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Inter,it Serie A,33-071,1988,4.8,0,8,1,12.5,1.66,0.21,0.00,0.00,6.6,0,0,0,1.0,1.0,0.13,-1.0,-1.0,Matches
2099,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,eng Premier League,23-179,1997,29.8,10,72,34,47.2,2.41,1.14,0.14,0.29,18.4,5,0,0,8.6,8.6,0.12,+1.4,+1.4,Matches
2100,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,24-304,1996,15.2,2,37,12,32.4,2.43,0.79,0.03,0.08,20.5,3,1,1,3.6,2.9,0.08,-1.6,-1.9,Matches
2101,Giacomo Raspadori\Giacomo-Raspadori,it ITA,FWMF,Sassuolo,it Serie A,21-069,2000,10.8,4,18,9,50.0,1.67,0.84,0.22,0.44,13.3,1,0,0,3.3,3.3,0.18,+0.7,+0.7,Matches
2102,Federico Ravaglia\Federico-Ravaglia,it ITA,GK,Bologna,it Serie A,21-168,1999,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2103,Tim Ream\Tim-Ream,us USA,DF,Fulham,eng Premier League,33-205,1987,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2104,Ante Rebić\Ante-Rebic,hr CRO,FW,Milan,it Serie A,27-219,1993,17.4,7,37,19,51.4,2.13,1.09,0.19,0.37,14.5,0,0,0,5.7,5.3,0.15,+1.3,+1.7,Matches
2105,Arkadiusz Reca\Arkadiusz-Reca,pl POL,DF,Crotone,it Serie A,25-315,1995,24.8,2,30,7,23.3,1.21,0.28,0.07,0.29,18.3,0,0,0,1.6,1.6,0.05,+0.4,+0.4,Matches
2106,Recio\Recio,es ESP,MF,Eibar,es La Liga,30-107,1991,6.4,0,10,1,10.0,1.56,0.16,0.00,0.00,20.5,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
2107,Daishawn Redan\Daishawn-Redan,nl NED,MFFW,Hertha BSC,de Bundesliga,20-085,2001,0.8,0,1,0,0.0,1.29,0.00,0.00,,17.7,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
2108,Nathan Redmond\Nathan-Redmond,eng ENG,MFFW,Southampton,eng Premier League,27-053,1994,14.1,2,30,9,30.0,2.13,0.64,0.07,0.22,17.7,0,0,0,2.4,2.4,0.08,-0.4,-0.4,Matches
2109,Harrison Reed\Harrison-Reed,eng ENG,MF,Fulham,eng Premier League,26-091,1995,23.6,0,13,4,30.8,0.55,0.17,0.00,0.00,25.6,0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches
2110,Vasco Regini\Vasco-Regini,it ITA,DF,Sampdoria,it Serie A,30-231,1990,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2111,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Tottenham,eng Premier League,24-133,1996,19.9,0,18,3,16.7,0.90,0.15,0.00,0.00,18.3,0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches
2112,Bobby Reid\Bobby-Reid,jm JAM,FWMF,Fulham,eng Premier League,28-085,1993,21.6,5,31,8,25.8,1.43,0.37,0.16,0.63,16.8,1,0,0,4.5,4.5,0.14,+0.5,+0.5,Matches
2113,Pepe Reina\Pepe-Reina,es ESP,GK,Lazio,it Serie A,38-240,1982,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2114,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MFFW,Nice,fr Ligue 1,23-101,1998,11.8,1,15,6,40.0,1.28,0.51,0.07,0.17,19.4,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
2115,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,FW,Lyon,fr Ligue 1,23-101,1998,0.3,0,1,1,100.0,3.75,3.75,0.00,0.00,18.4,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
2116,Reinier\Reinier,br BRA,MFFW,Dortmund,de Bundesliga,19-099,2002,1.9,1,3,1,33.3,1.57,0.52,0.33,1.00,10.7,0,0,0,0.9,0.9,0.29,+0.1,+0.1,Matches
2117,Francisco Reis Ferreira\Francisco-Reis-Ferreira,pt POR,DF,Valencia,es La Liga,24-033,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2118,Rocco Reitz\Rocco-Reitz,de GER,MF,M'Gladbach,de Bundesliga,18-334,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2119,Karim Rekik\Karim-Rekik,nl NED,DF,Sevilla,es La Liga,26-147,1994,6.3,0,3,0,0.0,0.48,0.00,0.00,,8.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
2120,Álex Remiro\Alex-Remiro,es ESP,GK,Real Sociedad,es La Liga,26-035,1995,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2121,Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Saint-Étienne,fr Ligue 1,22-262,1998,3.0,0,1,0,0.0,0.33,0.00,0.00,,11.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2122,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,de Bundesliga,31-332,1989,22.7,5,47,21,44.7,2.07,0.92,0.11,0.24,16.3,5,0,2,8.5,5.8,0.12,-3.5,-0.8,Matches
2123,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MFFW,Köln,de Bundesliga,23-178,1997,19.6,5,25,9,36.0,1.28,0.46,0.20,0.56,21.7,3,0,0,1.7,1.7,0.07,+3.3,+3.3,Matches
2124,Oriol Rey\Oriol-Rey,es ESP,MF,Valladolid,es La Liga,23-062,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2125,Gio Reyna\Gio-Reyna,us USA,FWMF,Dortmund,de Bundesliga,18-166,2002,20.1,4,36,12,33.3,1.79,0.60,0.11,0.33,16.1,0,0,0,4.3,4.3,0.12,-0.3,-0.3,Matches
2126,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Nîmes,fr Ligue 1,30-182,1990,34.0,0,2,0,0.0,0.06,0.00,0.00,,9.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2127,Bryan Reynolds\Bryan-Reynolds,us USA,DF,Roma,it Serie A,19-304,2001,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2128,Franck Ribéry\Franck-Ribery,fr FRA,FW,Fiorentina,it Serie A,38-021,1983,20.3,2,19,9,47.4,0.93,0.44,0.11,0.22,15.5,0,0,0,2.8,2.8,0.15,-0.8,-0.8,Matches
2129,Ricard\Ricard,es ESP,DF,Atlético Madrid,es La Liga,21-065,2000,0.3,0,1,0,0.0,3.00,0.00,0.00,,19.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2130,Federico Ricci\Federico-Ricci,it ITA,FW,Sassuolo,it Serie A,26-336,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2131,Giacomo Ricci\Giacomo-Ricci,it ITA,DF,Parma,it Serie A,24-238,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2132,Matteo Ricci\Matteo-Ricci,it ITA,MF,Spezia,it Serie A,26-336,1994,21.7,0,19,4,21.1,0.87,0.18,0.00,0.00,25.4,1,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
2133,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,eng Premier League,22-104,1999,29.0,1,22,6,27.3,0.76,0.21,0.00,0.00,19.4,2,1,1,2.0,1.3,0.06,-1.0,-1.3,Matches
2134,Chris Richards\Chris-Richards,us USA,DF,Hoffenheim,de Bundesliga,21-031,2000,10.5,0,3,0,0.0,0.29,0.00,0.00,,9.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
2135,Chris Richards\Chris-Richards,us USA,DF,Bayern Munich,de Bundesliga,21-031,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2136,Lewis Richardson\Lewis-Richardson,eng ENG,FWMF,Burnley,eng Premier League,18-080,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2137,Richarlison\Richarlison,br BRA,FW,Everton,eng Premier League,23-353,1997,26.0,6,66,26,39.4,2.54,1.00,0.08,0.19,14.6,1,1,1,9.8,9.0,0.14,-3.8,-4.0,Matches
2138,Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,de Bundesliga,23-155,1997,13.4,3,44,15,34.1,3.28,1.12,0.07,0.20,19.3,0,0,0,4.0,4.0,0.09,-1.0,-1.0,Matches
2139,Mikel Rico\Mikel-Rico,es ESP,MF,Huesca,es La Liga,36-175,1984,20.6,1,17,5,29.4,0.83,0.24,0.06,0.20,15.7,0,0,0,2.0,2.0,0.12,-1.0,-1.0,Matches
2140,Sergio Rico\Sergio-Rico,es ESP,GK,Paris S-G,fr Ligue 1,27-239,1993,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2141,Jaïro Riedewald\Jairo-Riedewald,nl NED,MF,Crystal Palace,eng Premier League,24-231,1996,17.3,2,6,2,33.3,0.35,0.12,0.33,1.00,18.2,0,0,0,0.6,0.6,0.10,+1.4,+1.4,Matches
2142,Emiliano Rigoni\Emiliano-Rigoni,ar ARG,MFFW,Elche,es La Liga,28-083,1993,12.6,1,17,7,41.2,1.35,0.56,0.06,0.14,20.3,4,0,0,2.6,2.6,0.15,-1.6,-1.6,Matches
2143,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,it Serie A,33-105,1988,27.0,1,20,3,15.0,0.74,0.11,0.05,0.33,17.6,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
2144,Luis Rioja\Luis-Rioja,es ESP,MFDF,Alavés,es La Liga,27-194,1993,19.9,2,18,8,44.4,0.90,0.40,0.11,0.25,18.0,0,0,0,2.7,2.7,0.15,-0.7,-0.7,Matches
2145,Renaud Ripart\Renaud-Ripart,fr FRA,MFFW,Nîmes,fr Ligue 1,28-045,1993,29.9,9,53,15,28.3,1.77,0.50,0.08,0.27,18.0,0,5,6,8.0,3.5,0.07,+1.0,+0.5,Matches
2146,Andrea Rispoli\Andrea-Rispoli,it ITA,DF,Crotone,it Serie A,32-211,1988,6.7,0,4,1,25.0,0.59,0.15,0.00,0.00,22.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
2147,Mihailo Ristić\Mihailo-Ristic,rs SRB,DF,Montpellier,fr Ligue 1,25-179,1995,22.0,0,19,6,31.6,0.86,0.27,0.00,0.00,22.4,0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
2148,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,eng Premier League,31-230,1989,10.1,0,8,1,12.5,0.79,0.10,0.00,0.00,21.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2149,Maxence Rivera\Maxence-Rivera,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,18-333,2002,2.4,0,2,1,50.0,0.82,0.41,0.00,0.00,22.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
2150,Emmanuel Rivière\Emmanuel-Riviere,fr FRA,FWMF,Crotone,it Serie A,31-056,1990,6.9,1,11,3,27.3,1.60,0.44,0.09,0.33,14.9,0,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches
2151,Rober\Rober,es ESP,DFMF,Levante,es La Liga,26-071,1995,10.9,0,2,0,0.0,0.18,0.00,0.00,,24.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2152,Roberto\Roberto,es ESP,GK,Valladolid,es La Liga,35-077,1986,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2153,Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,es La Liga,29-080,1992,8.7,1,4,1,25.0,0.46,0.11,0.25,1.00,18.1,0,0,0,0.4,0.4,0.11,+0.6,+0.6,Matches
2154,Tyler Roberts\Tyler-Roberts,wal WAL,MFFW,Leeds United,eng Premier League,22-106,1999,12.7,0,20,9,45.0,1.57,0.71,0.00,0.00,18.7,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches
2155,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,eng Premier League,27-048,1994,32.6,1,17,5,29.4,0.52,0.15,0.06,0.20,16.8,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
2156,Antonee Robinson\Antonee-Robinson,us USA,DF,Fulham,eng Premier League,23-263,1997,22.0,0,9,3,33.3,0.41,0.14,0.00,0.00,17.8,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
2157,Callum Robinson\Callum-Robinson,ie IRL,FWMF,West Brom,eng Premier League,26-085,1995,15.8,5,25,11,44.0,1.58,0.70,0.20,0.45,20.2,0,0,0,2.5,2.5,0.10,+2.5,+2.5,Matches
2158,Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,27-239,1993,6.7,0,3,0,0.0,0.44,0.00,0.00,,9.3,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
2159,Joel Robles\Joel-Robles,es ESP,GK,Betis,es La Liga,30-315,1990,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2160,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FWMF,West Brom,eng Premier League,31-342,1989,3.6,0,4,2,50.0,1.10,0.55,0.00,0.00,24.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2161,Marc Roca\Marc-Roca,es ESP,MF,Bayern Munich,de Bundesliga,24-153,1996,1.6,0,3,0,0.0,1.84,0.00,0.00,,16.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
2162,Christopher Rocchia\Christopher-Rocchia,fr FRA,DF,Marseille,fr Ligue 1,23-086,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2163,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,es La Liga,30-036,1991,15.3,0,35,8,22.9,2.28,0.52,0.00,0.00,24.3,0,0,0,1.6,1.6,0.05,-1.6,-1.6,Matches
2164,Marek Rodák\Marek-Rodak,sk SVK,GK,Fulham,eng Premier League,24-136,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2165,Sebastian Rode\Sebastian-Rode,de GER,MF,Eint Frankfurt,de Bundesliga,30-199,1990,17.5,1,3,3,100.0,0.17,0.17,0.33,0.33,22.4,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
2166,Joe Rodon\Joe-Rodon,wal WAL,DF,Tottenham,eng Premier League,23-188,1997,8.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2167,Rodri\Rodri,es ESP,MF,Manchester City,eng Premier League,24-310,1996,26.1,2,27,7,25.9,1.03,0.27,0.04,0.14,20.1,0,1,1,2.2,1.5,0.06,-0.2,-0.5,Matches
2168,Rodrigo\Rodrigo,es ESP,MFFW,Leeds United,eng Premier League,30-053,1991,12.1,3,38,13,34.2,3.14,1.07,0.08,0.23,15.6,1,0,0,3.8,3.8,0.10,-0.8,-0.8,Matches
2169,Rodrigo\Rodrigo,es ESP,FWMF,Betis,es La Liga,20-347,2000,4.2,0,3,0,0.0,0.71,0.00,0.00,,23.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2170,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Eibar,es La Liga,27-054,1994,11.6,1,9,4,44.4,0.78,0.35,0.11,0.25,22.1,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
2171,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Sevilla,es La Liga,22-304,1998,4.1,0,8,1,12.5,1.96,0.25,0.00,0.00,22.6,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
2172,Ángel Rodríguez\Angel-Rodriguez,es ESP,FWMF,Getafe,es La Liga,34-002,1987,13.8,5,31,10,32.3,2.24,0.72,0.13,0.40,16.5,0,1,2,5.0,3.5,0.11,0.0,+0.5,Matches
2173,Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,es La Liga,27-016,1994,26.8,1,24,5,20.8,0.89,0.19,0.04,0.20,19.2,0,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
2174,James Rodríguez\James-Rodriguez,co COL,FWMF,Everton,eng Premier League,29-290,1991,18.7,6,36,19,52.8,1.92,1.01,0.17,0.32,19.7,4,0,0,3.3,3.3,0.09,+2.7,+2.7,Matches
2175,Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,Burnley,eng Premier League,31-273,1989,12.9,1,24,7,29.2,1.86,0.54,0.04,0.14,19.4,0,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches
2176,Miguel Rodríguez\Miguel-Rodriguez,es ESP,FWMF,Celta Vigo,es La Liga,17-364,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2177,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Torino,it Serie A,28-246,1992,13.1,0,13,2,15.4,0.99,0.15,0.00,0.00,25.8,8,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
2178,Víctor Rodríguez\Victor-Rodriguez,es ESP,MF,Elche,es La Liga,31-279,1989,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2179,Rodrygo\Rodrygo,br BRA,FW,Real Madrid,es La Liga,20-109,2001,8.7,0,21,4,19.0,2.41,0.46,0.00,0.00,15.8,1,0,0,2.0,2.0,0.10,-2.0,-2.0,Matches
2180,Marko Rog\Marko-Rog,hr CRO,MF,Cagliari,it Serie A,25-283,1995,12.9,0,8,2,25.0,0.62,0.15,0.00,0.00,25.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2181,Rogério\Rogerio,br BRA,DF,Sassuolo,it Serie A,23-105,1998,18.4,0,14,3,21.4,0.76,0.16,0.00,0.00,21.7,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
2182,Luis Rojas\Luis-Rojas,cl CHI,MFFW,Crotone,it Serie A,19-053,2002,0.8,0,1,0,0.0,1.20,0.00,0.00,,25.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2183,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,26-106,1995,20.2,1,15,3,20.0,0.74,0.15,0.07,0.33,6.6,0,0,0,2.3,2.3,0.16,-1.3,-1.3,Matches
2184,Cristian Romero\Cristian-Romero,ar ARG,DF,Atalanta,it Serie A,23-001,1998,23.3,2,14,7,50.0,0.60,0.30,0.14,0.29,9.4,0,0,0,1.8,1.8,0.13,+0.2,+0.2,Matches
2185,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,29-216,1991,19.2,1,14,4,28.6,0.73,0.21,0.07,0.25,24.0,0,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches
2186,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Juventus,it Serie A,36-082,1985,27.4,25,149,55,36.9,5.44,2.01,0.13,0.36,17.5,16,5,6,23.8,19.2,0.13,+1.2,+0.8,Matches
2187,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,es La Liga,34-077,1987,13.7,1,13,2,15.4,0.95,0.15,0.08,0.50,25.0,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
2188,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Marseille,fr Ligue 1,26-142,1994,19.0,1,15,5,33.3,0.79,0.26,0.07,0.20,23.2,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
2189,Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,it Serie A,30-030,1991,28.6,1,17,2,11.8,0.59,0.07,0.06,0.50,23.8,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
2190,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,28-112,1993,13.5,0,11,2,18.2,0.81,0.15,0.00,0.00,22.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
2191,Nolan Roux\Nolan-Roux,fr FRA,FW,Nîmes,fr Ligue 1,33-058,1988,7.2,0,10,1,10.0,1.38,0.14,0.00,0.00,21.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
2192,Nicolò Rovella\Nicolo-Rovella,it ITA,MF,Genoa,it Serie A,19-145,2001,9.8,0,7,1,14.3,0.71,0.10,0.00,0.00,20.3,1,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
2193,Amir Rrahmani\Amir-Rrahmani,xk KVX,DF,Napoli,it Serie A,27-063,1994,8.2,0,2,0,0.0,0.25,0.00,0.00,,10.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
2194,Rubén\Ruben,es ESP,GKMF,Osasuna,es La Liga,36-310,1984,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2195,Waldo Rubio\Waldo-Rubio,es ESP,FW,Valladolid,es La Liga,25-254,1995,4.2,1,8,1,12.5,1.92,0.24,0.00,0.00,23.1,0,1,1,1.0,0.3,0.03,0.0,-0.3,Matches
2196,John Ruddy\John-Ruddy,eng ENG,GK,Wolves,eng Premier League,34-186,1986,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2197,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,eng Premier League,28-056,1993,16.0,0,12,5,41.7,0.75,0.31,0.00,0.00,17.7,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
2198,Sebastian Rudy\Sebastian-Rudy,de GER,MFDF,Hoffenheim,de Bundesliga,31-059,1990,18.3,1,15,8,53.3,0.82,0.44,0.07,0.13,22.0,2,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
2199,Sebastian Rudy\Sebastian-Rudy,de GER,DF,Schalke 04,de Bundesliga,31-059,1990,2.0,0,1,0,0.0,0.50,0.00,0.00,,24.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2200,Kevin Rüegg\Kevin-Ruegg,ch SUI,MFDF,Hellas Verona,it Serie A,22-266,1998,1.3,0,1,1,100.0,0.74,0.74,0.00,0.00,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2201,Daniele Rugani\Daniele-Rugani,it ITA,DF,Cagliari,it Serie A,26-273,1994,10.1,1,3,1,33.3,0.30,0.10,0.33,1.00,6.0,0,0,0,0.4,0.4,0.13,+0.6,+0.6,Matches
2202,Daniele Rugani\Daniele-Rugani,it ITA,DF,Rennes,fr Ligue 1,26-273,1994,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,8.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2203,Matteo Ruggeri\Matteo-Ruggeri,it ITA,DF,Atalanta,it Serie A,18-291,2002,2.3,0,1,0,0.0,0.43,0.00,0.00,,16.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2204,Mário Rui\Mario-Rui,pt POR,DF,Napoli,it Serie A,29-336,1991,18.0,0,17,1,5.9,0.94,0.06,0.00,0.00,23.0,2,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
2205,Aitor Ruibal\Aitor-Ruibal,es ESP,FWMF,Betis,es La Liga,25-037,1996,15.3,1,28,11,39.3,1.84,0.72,0.04,0.09,17.5,0,0,0,1.9,1.9,0.07,-0.9,-0.9,Matches
2206,Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MF,Napoli,it Serie A,25-025,1996,23.7,2,40,13,32.5,1.69,0.55,0.05,0.15,21.0,1,0,0,2.6,2.6,0.06,-0.6,-0.6,Matches
2207,Isma Ruiz\Isma-Ruiz,es ESP,MF,Granada,es La Liga,20-073,2001,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2208,Kays Ruiz\Kays-Ruiz,ma MAR,FWMF,Paris S-G,fr Ligue 1,18-245,2002,2.1,0,2,0,0.0,0.97,0.00,0.00,,22.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2209,Víctor Ruiz\Victor-Ruiz,es ESP,DF,Betis,es La Liga,32-093,1989,19.0,1,3,3,100.0,0.16,0.16,0.33,0.33,13.6,0,0,0,0.4,0.4,0.12,+0.6,+0.6,Matches
2210,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Villarreal,es La Liga,28-343,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2211,Georginio Rutter\Georginio-Rutter,fr FRA,FWMF,Rennes,fr Ligue 1,19-008,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2212,Georginio Rutter\Georginio-Rutter,fr FRA,FWMF,Hoffenheim,de Bundesliga,19-008,2002,2.3,1,6,2,33.3,2.62,0.87,0.17,0.50,16.6,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches
