,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Height,,,Body Parts,,,,,Outcomes,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
2247,Oihan Sancet\Oihan-Sancet,es ESP,FWMF,Athletic Club,es La Liga,21-003,2000,6.7,231,223,8,1,0,60,6,3,1,1,0,0,163,46,22,26,182,6,1,5,172,0,6,13,5,Matches
2248,Renato Sanches\Renato-Sanches,pt POR,MF,Lille,fr Ligue 1,23-253,1997,12.9,931,875,56,25,7,99,63,16,27,9,10,6,695,66,170,88,825,7,4,2,779,6,20,26,13,Matches
2249,Juan Sánchez Miño\Juan-Sanchez-Mino,ar ARG,DFMF,Elche,es La Liga,31-117,1990,5.5,286,255,31,6,0,45,6,8,0,0,0,0,204,39,43,213,39,5,25,1,241,0,3,4,8,Matches
2250,Alexis Sánchez\Alexis-Sanchez,cl CHI,FW,Inter,it Serie A,32-130,1988,11.2,459,429,30,12,4,80,17,16,14,2,7,1,306,66,87,28,408,7,0,6,358,6,4,17,13,Matches
2251,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,eng Premier League,24-320,1996,15.5,918,895,23,22,0,72,16,0,0,0,0,0,740,58,120,106,747,38,1,5,795,0,8,11,10,Matches
2252,Germán Sánchez\German-Sanchez,es ESP,DF,Granada,es La Liga,34-179,1986,23.9,740,692,48,46,1,91,29,0,0,0,0,0,472,61,207,97,570,40,2,0,577,3,18,8,3,Matches
2253,Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,es La Liga,24-045,1997,7.9,254,244,10,10,0,29,16,0,0,0,0,0,183,15,56,70,170,9,0,1,207,1,6,3,1,Matches
2254,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Osasuna,es La Liga,20-247,2000,7.9,380,296,84,2,0,49,10,21,1,0,1,0,194,108,78,225,50,19,81,2,282,3,10,9,14,Matches
2255,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,es La Liga,20-247,2000,0.5,31,25,6,0,0,8,0,0,0,0,0,0,20,6,5,17,7,1,6,0,24,0,0,0,3,Matches
2256,Robert Sánchez\Robert-Sanchez,es ESP,GK,Brighton,eng Premier League,23-161,1997,22.0,866,688,178,35,0,42,50,0,0,0,0,0,449,36,381,100,616,1,0,92,610,4,28,3,2,Matches
2257,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,21-034,2000,20.7,1354,1225,129,25,6,176,25,46,64,28,25,2,1048,160,146,161,1121,28,38,1,1060,9,23,53,42,Matches
2258,Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,it Serie A,30-092,1991,15.6,1098,1012,86,17,0,117,27,37,0,0,0,0,788,138,172,869,113,20,69,6,945,3,13,28,24,Matches
2259,Leroy Sané\Leroy-Sane,de GER,FWMF,Bayern Munich,de Bundesliga,25-107,1996,18.6,759,713,46,4,1,137,38,49,33,16,11,1,548,100,111,629,96,12,9,8,565,0,18,27,41,Matches
2260,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,de Bundesliga,30-246,1990,8.9,583,552,31,31,1,70,18,3,0,0,0,0,408,65,110,110,390,43,0,2,482,1,12,6,6,Matches
2261,Oier Sanjurjo\Oier-Sanjurjo,es ESP,MF,Osasuna,es La Liga,34-338,1986,21.5,767,752,15,13,4,169,16,5,0,0,0,0,397,143,227,108,520,85,2,5,517,7,26,28,28,Matches
2262,Mohamed Sankoh\Mohamed-Sankoh,nl NED,FW,Stuttgart,de Bundesliga,17-194,2003,0.2,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,Matches
2263,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Aston Villa,eng Premier League,26-253,1994,3.3,161,153,8,2,0,36,7,8,6,4,0,0,105,26,30,24,123,10,0,0,122,0,4,3,9,Matches
2264,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,26-253,1994,9.2,329,315,14,6,0,70,6,13,4,1,3,0,229,57,43,58,250,8,2,4,249,2,5,11,12,Matches
2265,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Bologna,it Serie A,29-230,1991,11.4,463,411,52,17,2,63,14,17,23,10,9,1,348,50,65,50,392,8,7,3,355,2,7,12,19,Matches
2266,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,26-050,1995,3.0,156,150,6,6,1,16,4,1,0,0,0,0,129,11,16,6,145,3,0,1,137,0,1,5,2,Matches
2267,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Freiburg,de Bundesliga,26-050,1995,22.2,974,957,17,13,0,179,32,22,0,0,0,0,622,167,185,76,796,50,2,8,744,3,15,30,38,Matches
2268,Federico Santander\Federico-Santander,py PAR,FW,Bologna,it Serie A,29-328,1991,0.4,17,16,1,0,0,6,0,1,0,0,0,0,10,3,4,2,8,4,0,1,12,1,0,0,0,Matches
2269,Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,30-116,1991,3.4,143,117,26,1,0,13,1,10,0,0,0,0,87,34,22,26,83,7,25,1,118,0,1,1,2,Matches
2270,Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,26-144,1994,23.0,1201,1090,111,34,1,98,12,16,0,0,0,0,900,104,197,894,161,39,77,3,1041,5,12,14,15,Matches
2271,Riccardo Saponara\Riccardo-Saponara,it ITA,FW,Fiorentina,it Serie A,29-128,1991,0.6,42,41,1,0,0,9,0,0,0,0,0,0,34,5,3,12,27,1,1,0,38,0,0,2,0,Matches
2272,Riccardo Saponara\Riccardo-Saponara,it ITA,FW,Spezia,it Serie A,29-128,1991,2.2,71,70,1,1,0,15,3,4,0,0,0,0,48,8,15,23,47,0,0,0,56,1,1,4,3,Matches
2273,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FW,Cádiz,es La Liga,23-269,1997,2.0,41,39,2,0,0,10,0,0,0,0,0,0,30,8,3,4,29,4,0,2,34,0,2,1,1,Matches
2274,Pablo Sarabia\Pablo-Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,28-352,1992,13.9,608,571,37,6,10,114,16,35,18,12,1,0,466,72,70,484,104,5,11,2,467,2,10,22,25,Matches
2275,Josh Sargent\Josh-Sargent,us USA,FWMF,Werder Bremen,de Bundesliga,21-067,2000,25.2,557,530,27,1,3,146,1,11,0,0,0,0,332,145,80,100,339,38,6,24,394,2,7,24,24,Matches
2276,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Marseille,fr Ligue 1,29-087,1992,0.8,60,47,13,1,0,3,0,1,0,0,0,0,44,15,1,5,42,1,12,0,55,0,0,2,1,Matches
2277,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Bayern Munich,de Bundesliga,29-087,1992,4.8,367,316,51,6,0,35,2,10,0,0,0,0,270,67,30,43,264,11,45,0,325,1,5,4,6,Matches
2278,Sidy Sarr\Sidy-Sarr,sn SEN,MF,Nîmes,fr Ligue 1,24-327,1996,4.6,194,188,6,5,0,34,15,0,0,0,0,0,113,31,50,138,27,12,1,1,157,0,6,3,2,Matches
2279,Marco Sau\Marco-Sau,it ITA,MFFW,Benevento,it Serie A,33-176,1987,8.7,264,218,46,16,0,55,9,16,18,7,9,1,167,33,64,29,219,8,0,1,185,1,2,11,9,Matches
2280,Téji Savanier\Teji-Savanier,fr FRA,MF,Montpellier,fr Ligue 1,29-127,1991,23.2,1204,1037,167,50,3,179,91,53,95,32,48,11,591,183,430,155,964,54,8,3,847,5,38,31,35,Matches
2281,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,30-110,1991,28.8,1525,1482,43,36,1,153,51,2,0,0,0,0,1150,116,259,102,1300,64,7,8,1315,3,18,22,19,Matches
2282,Romaine Sawyers\Romaine-Sawyers,kn SKN,MF,West Brom,eng Premier League,29-177,1991,16.5,712,681,31,19,1,89,18,5,0,0,0,0,518,81,113,68,596,28,1,8,605,4,7,10,15,Matches
2283,Gianluca Scamacca\Gianluca-Scamacca,it ITA,FW,Genoa,it Serie A,22-117,1999,13.4,324,307,17,0,1,79,16,12,0,0,0,0,188,71,65,18,241,25,0,10,215,0,6,9,17,Matches
2284,Dane Scarlett\Dane-Scarlett,eng ENG,FW,Tottenham,eng Premier League,17-035,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2285,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,eng Premier League,29-129,1991,13.4,561,509,52,29,2,59,30,3,0,0,0,0,334,62,165,78,425,25,23,0,435,4,11,12,6,Matches
2286,Aurélien Scheidler\Aurelien-Scheidler,fr FRA,FW,Dijon,fr Ligue 1,22-328,1998,3.8,76,67,9,0,0,16,1,0,0,0,0,0,52,16,8,7,52,8,0,2,57,0,0,0,2,Matches
2287,Nicolás Schiappacasse\Nicolas-Schiappacasse,uy URU,MF,Sassuolo,it Serie A,22-106,1999,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Matches
2288,Pasquale Schiattarella\Pasquale-Schiattarella,it ITA,MF,Benevento,it Serie A,33-333,1987,23.2,1255,1160,95,86,5,186,32,6,0,0,0,0,904,118,233,155,1033,50,5,4,1012,9,13,25,21,Matches
2289,Patrik Schick\Patrik-Schick,cz CZE,FW,Leverkusen,de Bundesliga,25-094,1996,18.5,379,352,27,0,0,132,0,3,0,0,0,0,211,97,71,216,53,37,3,17,273,0,3,11,8,Matches
2290,Sven Schipplock\Sven-Schipplock,de GER,FWMF,Arminia,de Bundesliga,32-171,1988,8.0,177,171,6,0,0,50,2,10,0,0,0,0,96,43,38,23,102,26,2,6,96,1,5,14,15,Matches
2291,Xaver Schlager\Xaver-Schlager,at AUT,MF,Wolfsburg,de Bundesliga,23-212,1997,26.3,1175,1144,31,24,4,237,33,10,0,0,0,0,823,140,212,723,357,57,4,8,903,14,24,44,34,Matches
2292,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,24-000,1997,17.8,773,746,27,27,0,84,21,1,0,0,0,0,551,79,143,490,200,50,0,4,639,1,19,11,6,Matches
2293,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,21-148,1999,11.5,651,635,16,15,1,102,23,3,1,0,1,0,460,69,122,533,74,30,0,2,538,1,15,11,10,Matches
2294,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,28-126,1992,12.1,317,307,10,2,1,86,4,21,0,0,0,0,210,48,59,211,53,19,7,3,220,1,3,7,17,Matches
2295,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,34-174,1986,33.0,1098,784,314,126,0,66,51,0,0,0,0,0,553,65,480,45,856,1,0,149,803,3,51,12,1,Matches
2296,Jonathan Schmid\Jonathan-Schmid,fr FRA,DFMF,Freiburg,de Bundesliga,30-306,1990,23.9,1188,902,286,19,0,146,36,73,3,0,3,0,543,317,328,141,712,56,264,3,906,4,14,36,39,Matches
2297,Romano Schmid\Romano-Schmid,at AUT,FWMF,Werder Bremen,de Bundesliga,21-091,2000,12.1,420,407,13,1,0,101,2,11,1,0,0,1,293,59,68,53,343,10,5,2,299,4,14,21,23,Matches
2298,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,de Bundesliga,26-162,1994,2.8,143,109,34,2,0,13,3,3,0,0,0,0,60,34,49,21,82,6,32,1,101,0,3,8,6,Matches
2299,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,31-171,1989,22.5,1453,1404,49,48,0,174,57,7,1,0,0,0,1123,113,217,180,1188,50,0,9,1282,3,17,18,9,Matches
2300,Alessandro Schöpf\Alessandro-Schopf,at AUT,FWMF,Schalke 04,de Bundesliga,27-080,1994,9.7,329,305,24,6,1,59,5,6,6,1,3,2,234,64,31,103,202,7,12,1,259,0,4,10,17,Matches
2301,Jerdy Schouten\Jerdy-Schouten,nl NED,MF,Bologna,it Serie A,24-106,1997,24.4,1195,1172,23,16,2,146,29,6,2,0,1,1,902,139,154,73,1035,55,0,5,1036,4,17,20,14,Matches
2302,Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,de Bundesliga,28-027,1993,5.7,388,343,45,6,0,46,6,14,0,0,0,0,288,56,44,279,60,7,39,0,319,1,6,13,15,Matches
2303,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Hertha BSC,de Bundesliga,28-330,1992,20.0,686,491,195,41,0,43,17,0,0,0,0,0,417,28,241,114,466,0,0,88,551,5,11,4,1,Matches
2304,Christopher Scott\Christopher-Scott,de GER,FWMF,Bayern Munich,de Bundesliga,18-325,2002,0.4,8,8,0,0,0,2,0,0,0,0,0,0,6,1,1,3,5,0,0,0,6,0,0,0,1,Matches
2305,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,it Serie A,32-327,1988,1.7,109,93,16,6,0,11,9,4,10,4,4,1,79,4,26,5,102,2,0,0,85,1,3,2,0,Matches
2306,Jacopo Segre\Jacopo-Segre,it ITA,MF,Torino,it Serie A,24-070,1997,2.1,107,105,2,1,0,12,4,0,0,0,0,0,91,8,8,8,95,1,1,0,94,0,0,1,1,Matches
2307,Davie Selke\Davie-Selke,de GER,FW,Werder Bremen,de Bundesliga,26-098,1995,6.7,173,160,13,0,0,71,2,5,0,0,0,0,67,55,51,6,87,24,0,9,101,1,4,7,9,Matches
2308,Malik Sellouki\Malik-Sellouki,fr FRA,FWMF,Nice,fr Ligue 1,21-038,2000,0.5,21,20,1,0,0,1,1,3,0,0,0,0,13,5,3,17,3,0,1,0,16,0,0,1,0,Matches
2309,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,fr Ligue 1,29-061,1992,4.0,121,76,45,12,0,13,7,0,0,0,0,0,41,4,76,12,88,0,0,15,71,0,4,1,0,Matches
2310,Nélson Semedo\Nelson-Semedo,pt POR,DF,Wolves,eng Premier League,27-163,1993,29.1,1665,1354,311,18,2,212,23,43,4,1,2,0,1008,376,281,227,1083,45,289,3,1355,4,21,27,68,Matches
2311,Léo Sena\Leo-Sena,br BRA,MF,Spezia,it Serie A,25-118,1995,8.4,550,515,35,33,0,75,45,6,1,0,0,0,410,86,54,52,482,8,1,4,488,1,5,19,7,Matches
2312,Stefano Sensi\Stefano-Sensi,it ITA,MF,Inter,it Serie A,25-266,1995,4.8,280,254,26,7,0,34,8,7,12,3,2,0,214,31,35,32,233,8,5,1,230,1,2,3,3,Matches
2313,Jaime Seoane\Jaime-Seoane,es ESP,MF,Huesca,es La Liga,24-096,1997,19.0,721,697,24,16,1,143,38,13,4,2,1,0,473,112,136,83,571,44,1,5,550,2,21,12,37,Matches
2314,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,29-355,1991,31.0,1238,908,330,96,0,65,30,0,0,0,0,0,617,64,557,821,211,1,0,152,965,5,19,5,2,Matches
2315,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,24-017,1997,21.0,596,577,19,10,0,144,13,7,1,0,0,0,436,91,69,57,504,18,2,5,458,4,12,32,22,Matches
2316,Jean Seri\Jean-Seri,ci CIV,MF,Bordeaux,fr Ligue 1,29-283,1991,7.8,513,493,20,20,1,89,17,4,0,0,0,0,419,43,51,53,441,10,0,1,452,1,6,14,7,Matches
2317,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Hoffenheim,de Bundesliga,20-345,2000,15.1,800,665,135,9,0,86,16,42,0,0,0,0,479,165,156,563,74,27,126,1,612,2,16,31,30,Matches
2318,Nils Seufert\Nils-Seufert,de GER,MFFW,Arminia,de Bundesliga,24-084,1997,3.8,154,146,8,5,0,31,1,2,2,0,2,0,105,29,20,26,114,9,1,0,125,0,2,2,5,Matches
2319,Edgar Sevikyan\Edgar-Sevikyan,ru RUS,MF,Levante,es La Liga,19-263,2001,0.1,5,5,0,0,0,1,1,1,0,0,0,0,2,0,3,3,1,1,0,0,3,0,1,1,0,Matches
2320,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,MFFW,Roma,it Serie A,28-183,1992,4.1,155,150,5,1,0,29,3,9,1,0,0,0,105,29,21,12,133,6,3,0,117,0,2,8,10,Matches
2321,Jamie Shackleton\Jamie-Shackleton,eng ENG,MFDF,Leeds United,eng Premier League,21-202,1999,5.1,206,186,20,2,0,30,3,2,0,0,0,0,150,40,16,46,133,4,18,1,182,1,3,1,6,Matches
2322,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MFFW,Liverpool,eng Premier League,29-200,1991,5.8,391,369,22,2,3,45,8,10,13,7,2,1,296,41,54,276,97,10,4,1,324,1,4,9,12,Matches
2323,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,35-082,1986,8.2,123,111,12,1,1,28,0,7,0,0,0,0,83,19,21,14,88,4,1,5,86,2,3,3,9,Matches
2324,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,25-290,1995,26.5,1821,1470,351,30,3,217,54,86,82,32,38,8,1201,304,316,1416,94,48,239,3,1492,8,16,36,61,Matches
2325,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,29-060,1992,24.1,1217,1098,119,66,6,167,126,32,40,12,14,7,655,149,413,136,1007,56,1,5,891,2,23,28,21,Matches
2326,Eldor Shomurodov\Eldor-Shomurodov,uz UZB,FW,Genoa,it Serie A,25-303,1995,14.7,378,372,6,0,1,99,6,9,0,0,0,0,238,85,55,69,242,30,0,6,268,1,10,11,24,Matches
2327,Shola Shoretire\Shola-Shoretire,eng ENG,FW,Manchester Utd,eng Premier League,17-085,2004,0.0,4,4,0,0,0,1,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,1,Matches
2328,Mahame Siby\Mahame-Siby,fr FRA,MF,Strasbourg,fr Ligue 1,24-295,1996,0.2,11,11,0,0,0,1,0,0,0,0,0,0,9,0,2,4,7,0,0,0,8,0,0,0,1,Matches
2329,Abdoulaye Sidibé\Abdoulaye-Sidibe,fr FRA,MF,Saint-Étienne,fr Ligue 1,19-078,2002,0.1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,Matches
2330,Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Monaco,fr Ligue 1,28-273,1992,18.7,1547,1274,273,61,6,127,47,31,30,17,12,0,1076,194,277,186,1125,40,182,3,1296,4,19,33,21,Matches
2331,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,31-248,1989,7.7,510,496,14,13,0,60,14,0,0,0,0,0,399,32,79,93,388,16,0,4,462,0,5,2,4,Matches
2332,Kaj Sierhuis\Kaj-Sierhuis,nl NED,FW,Reims,fr Ligue 1,23-001,1998,6.8,155,146,9,1,0,30,6,8,0,0,0,0,97,29,29,26,100,12,0,6,99,3,5,6,8,Matches
2333,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MFFW,Everton,eng Premier League,31-232,1989,20.4,800,703,97,32,1,130,27,27,45,25,14,5,574,93,133,154,613,22,3,1,633,5,7,16,21,Matches
2334,Luca Siligardi\Luca-Siligardi,it ITA,MF,Crotone,it Serie A,33-092,1988,0.5,22,22,0,0,0,5,0,0,0,0,0,0,15,2,5,18,4,0,0,0,17,0,0,0,0,Matches
2335,Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,it Serie A,33-092,1988,0.4,22,19,3,1,0,4,0,1,1,0,0,1,13,5,4,18,4,0,0,0,15,0,0,0,3,Matches
2336,Adrien Silva\Adrien-Silva,pt POR,MF,Sampdoria,it Serie A,32-044,1989,15.6,839,793,46,41,0,112,47,9,3,0,1,0,598,94,147,162,631,32,2,6,730,1,4,18,7,Matches
2337,André Silva\Andre-Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,25-173,1995,27.7,714,648,66,3,1,241,8,17,0,0,0,0,470,144,100,79,504,47,9,23,529,2,6,23,30,Matches
2338,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,eng Premier League,26-261,1994,21.1,1325,1262,63,13,1,185,23,25,22,2,5,2,1049,141,135,1185,85,25,21,3,1186,5,11,13,26,Matches
2339,Caio Henrique Oliveira Silva\Caio-Henrique-Oliveira-Silva,br BRA,DF,Monaco,fr Ligue 1,23-271,1997,22.4,1316,1065,251,23,1,139,20,62,3,2,0,0,818,231,267,924,123,28,225,2,1041,2,16,35,38,Matches
2340,David Silva\David-Silva,es ESP,MF,Real Sociedad,es La Liga,35-110,1986,12.8,698,667,31,20,7,77,20,11,6,4,2,0,499,97,102,581,77,26,3,2,589,7,8,15,19,Matches
2341,Fábio Silva\Fabio-Silva,pt POR,FW,Wolves,eng Premier League,18-283,2002,10.3,204,192,12,0,0,56,2,3,0,0,0,0,114,61,29,13,158,14,1,5,150,0,3,12,7,Matches
2342,Florent da Silva\Florent-da-Silva,fr FRA,FW,Lyon,fr Ligue 1,18-026,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Matches
2343,Gabriel Silva\Gabriel-Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,29-350,1991,1.9,88,64,24,3,0,5,1,0,0,0,0,0,42,19,27,47,14,3,21,1,70,0,3,0,3,Matches
2344,Gastón Silva\Gaston-Silva,uy URU,DF,Huesca,es La Liga,27-054,1994,4.5,207,198,9,6,0,25,5,1,0,0,0,0,147,35,25,162,37,4,3,0,178,0,7,2,2,Matches
2345,Rui Silva\Rui-Silva,pt POR,GK,Granada,es La Liga,27-080,1994,31.0,1033,650,383,128,0,60,17,0,0,0,0,0,278,15,740,684,177,1,0,66,565,6,43,7,3,Matches
2346,Thiago Silva\Thiago-Silva,br BRA,DF,Chelsea,eng Premier League,36-218,1984,17.5,1556,1522,34,31,3,83,46,1,0,0,0,0,1274,117,165,173,1304,54,3,7,1453,4,9,10,7,Matches
2347,Marco Silvestri\Marco-Silvestri,it ITA,GK,Hellas Verona,it Serie A,30-057,1991,33.0,971,635,336,69,0,55,4,0,0,0,0,0,213,22,736,58,760,0,0,76,431,2,26,7,4,Matches
2348,Mohamed Simakan\Mohamed-Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,20-360,2000,17.9,852,785,67,21,3,88,50,10,0,0,0,0,592,104,156,55,713,24,46,3,705,1,12,12,12,Matches
2349,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Cagliari,it Serie A,25-297,1995,18.9,340,299,41,0,0,75,2,9,0,0,0,0,240,62,38,26,264,24,0,9,250,1,5,9,15,Matches
2350,Moses Simon\Moses-Simon,ng NGA,FWMF,Nantes,fr Ligue 1,25-290,1995,22.5,596,534,62,14,2,100,25,64,35,20,13,1,357,105,134,121,413,34,11,3,386,3,12,19,46,Matches
2351,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,23-321,1997,32.0,913,604,309,92,0,31,23,0,0,0,0,0,398,52,463,63,648,1,0,167,641,0,24,7,0,Matches
2352,Xavi Simons\Xavi-Simons,nl NED,MF,Paris S-G,fr Ligue 1,18-007,2003,0.0,8,8,0,0,0,1,1,0,0,0,0,0,7,0,1,0,8,0,0,0,6,0,0,0,1,Matches
2353,Jóan Símun Edmundsson\Joan-Simun-Edmundsson,fo FRO,MFFW,Arminia,de Bundesliga,29-276,1991,0.6,15,14,1,0,0,6,1,0,1,0,0,0,10,2,3,13,2,0,0,0,11,0,2,1,1,Matches
2354,Wilfried Singo\Wilfried-Singo,ci CIV,DF,Torino,it Serie A,20-124,2000,18.0,843,674,169,15,1,118,21,55,0,0,0,0,471,202,170,61,574,35,154,1,649,0,13,16,28,Matches
2355,Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,25-298,1995,16.9,1246,1073,173,8,4,152,17,19,1,0,1,0,847,207,192,836,197,37,164,4,1018,2,20,27,38,Matches
2356,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Huesca,es La Liga,32-224,1988,29.3,1569,1500,69,57,0,185,32,6,1,1,0,0,1107,121,341,1238,171,91,3,5,1306,7,33,15,6,Matches
2357,Tobias Sippel\Tobias-Sippel,de GER,GK,M'Gladbach,de Bundesliga,33-037,1988,3.8,147,88,59,13,0,14,5,0,0,0,0,0,60,4,83,9,115,0,0,12,96,3,4,1,0,Matches
2358,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,34-106,1987,27.0,852,544,308,84,0,48,10,0,0,0,0,0,422,30,400,75,644,0,1,90,619,1,11,4,4,Matches
2359,Issouf Sissokho\Issouf-Sissokho,ml MLI,MFDF,Bordeaux,fr Ligue 1,19-088,2002,0.3,24,24,0,0,0,0,1,0,0,0,0,0,22,1,1,2,21,1,0,0,23,0,0,0,0,Matches
2360,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,23-183,1997,27.9,1128,1110,18,12,2,188,42,20,1,0,0,0,784,142,202,172,864,44,5,7,914,3,18,20,31,Matches
2361,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,31-255,1989,17.6,787,741,46,10,1,86,18,10,0,0,0,0,578,95,114,67,625,42,36,5,662,0,7,19,13,Matches
2362,Nelson Sissoko\Nelson-Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,24-052,1997,5.3,280,216,64,9,0,38,14,6,0,0,0,0,151,59,70,28,182,6,55,3,208,0,7,7,10,Matches
2363,Jacques Siwe\Jacques-Siwe,fr FRA,FW,Dijon,fr Ligue 1,19-273,2001,0.2,3,2,1,0,0,1,0,0,0,0,0,0,3,0,0,2,1,0,0,0,3,0,0,0,0,Matches
2364,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,de Bundesliga,25-353,1995,29.1,1415,1336,79,72,4,216,36,4,0,0,0,0,1007,183,225,157,1153,64,6,7,1236,3,15,24,15,Matches
2365,Łukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,it Serie A,29-358,1991,25.0,881,621,260,52,0,36,26,0,0,0,0,0,537,44,300,104,605,0,0,145,674,4,13,6,6,Matches
2366,Andreas Skov Olsen\Andreas-Skov-Olsen,dk DEN,FWDF,Bologna,it Serie A,21-120,1999,10.3,410,385,25,2,0,52,11,31,20,13,1,3,284,52,74,259,120,18,3,3,307,2,6,10,10,Matches
2367,Robert Skov\Robert-Skov,dk DEN,FWDF,Hoffenheim,de Bundesliga,24-343,1996,11.1,436,372,64,12,0,72,31,35,27,14,7,0,247,75,114,333,40,21,25,8,296,2,21,9,23,Matches
2368,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,26-076,1995,27.9,1943,1869,74,54,0,152,28,3,0,0,0,0,1643,157,143,238,1593,65,19,9,1790,1,13,36,14,Matches
2369,Steven Skrzybski\Steven-Skrzybski,de GER,FW,Schalke 04,de Bundesliga,28-161,1992,4.1,106,97,9,0,0,15,3,4,0,0,0,0,53,23,30,11,79,4,9,1,61,1,4,4,12,Matches
2370,Petar Škuletić\Petar-Skuletic,rs SRB,FWMF,Montpellier,fr Ligue 1,30-303,1990,2.1,57,54,3,0,0,15,1,2,0,0,0,0,23,22,12,21,13,9,0,4,32,0,0,1,3,Matches
2371,Islam Slimani\Islam-Slimani,dz ALG,FW,Leicester City,eng Premier League,32-314,1988,0.2,11,10,1,0,0,4,0,1,0,0,0,0,5,5,1,1,8,0,0,0,8,0,0,0,0,Matches
